"product_id","model","sku","upc","ean","jan","isbn","mpn","location","quantity","stock_status_id","image","manufacturer_id","shipping","price","points","tax_class_id","date_available","weight","weight_class_id","length","width","height","length_class_id","subtract","minimum","sort_order","status","viewed","date_added","date_modified"
"168","bezfarebný ",,,,,,,,"1000","0","data/XYLADECOR/Ošetrujúci olej/LAK - bezfarebný.jpg","11","1","10.3300","0","9","2014-04-14","0.00000000","1","0.00000000","0.00000000","0.00000000","1","0","1","1","1","1841","2020-11-19 11:47:58","0000-00-00 00:00:00"
"173","FORTEKRYL",,,,,,,,"1000","0","data/napustadla-a-penetracie/Fortekryl-napusťadlo-5kg.jpg","12","1","4.1900","0","9","2014-04-14","5.00000000","1","0.00000000","0.00000000","0.00000000","1","0","1","1","1","1668","2020-11-19 11:47:58","0000-00-00 00:00:00"
"174","bezfarebný",,,,,,,,"100000","0","data/LUXOL/Impregnačný náter/LUXOL - penetrácia.jpg","11","1","5.4600","0","9","2014-04-14","0.00000000","1","0.00000000","0.00000000","0.00000000","1","0","1","1","1","1604","2020-11-19 11:47:58","0000-00-00 00:00:00"
"175","Xylamon HP",,,,,,,,"100000","0","data/XYLADECOR/xd xylamon hp.jpg","11","1","7.7200","0","9","2014-04-14","0.00000000","1","0.00000000","0.00000000","0.00000000","1","0","1","1","1","1688","2020-11-19 11:47:58","0000-00-00 00:00:00"
"177","Xylamon",,,,,,,,"100000","0","data/XYLADECOR/xd xylamon hmyz.jpg","11","1","10.6100","0","9","2014-04-14","1.00000000","1","0.00000000","0.00000000","0.00000000","1","0","1","1","1","1588","2020-11-19 11:47:58","0000-00-00 00:00:00"
"178","bezfarebný",,,,,,,,"100000","0","data/interierove-laky/luxol-interierovy-lak.png","11","1","6.0400","0","9","2014-04-14","0.00000000","1","0.00000000","0.00000000","0.00000000","1","0","1","1","1","1814","2020-11-19 11:47:58","0000-00-00 00:00:00"
"179","bezfarebný",,,,,,,,"100000","0","data/interierove-laky/luxol-interierovy-lak.png","11","1","6.0400","0","9","2014-04-14","0.00000000","1","0.00000000","0.00000000","0.00000000","1","0","1","1","1","2026","2020-11-19 11:47:58","0000-00-00 00:00:00"
"180","lesk",,,,,,,,"100000","0","data/interierove-laky/luxol-mat.png","11","1","7.0400","0","9","2014-04-14","0.00000000","1","0.00000000","0.00000000","0.00000000","1","0","1","1","1","1822","2020-11-19 11:47:58","0000-00-00 00:00:00"
"181","mat",,,,,,,,"100000","0","data/interierove-laky/luxol-mat.png","11","1","7.0400","0","9","2014-04-14","0.00000000","1","0.00000000","0.00000000","0.00000000","1","0","1","1","1","1637","2020-11-19 11:47:58","0000-00-00 00:00:00"
"182","lesk",,,,,,,,"100000","0","data/interierove-laky/lak-na-parkety.png","11","1","8.0000","0","9","2014-04-14","0.00000000","1","0.00000000","0.00000000","0.00000000","1","0","1","1","1","1735","2020-11-19 11:47:58","0000-00-00 00:00:00"
"183","mat",,,,,,,,"100000","0","data/interierove-laky/lak-na-parkety.png","11","1","8.0000","0","9","2014-04-14","0.00000000","1","0.00000000","0.00000000","0.00000000","1","0","1","1","1","2113","2020-11-19 11:47:58","0000-00-00 00:00:00"
"184","UV+",,,,,,,,"100000","0","data/XYLADECOR/xd uv+.jpg","11","1","12.4000","0","9","2014-04-14","0.00000000","1","0.00000000","0.00000000","0.00000000","1","0","1","1","1","2468","2020-11-19 11:47:58","0000-00-00 00:00:00"
"185","lesk",,,,,,,,"100000","0","data/LUXOL/UV ochrana/LX UV - bezfarebný lesk.jpg","11","1","6.3500","0","9","2014-04-14","0.00000000","1","0.00000000","0.00000000","0.00000000","1","0","1","1","1","1845","2020-11-19 11:47:58","0000-00-00 00:00:00"
"186","mat",,,,,,,,"100000","0","data/LUXOL/UV ochrana/LX UV - bezfarebný mat.jpg","11","1","6.3500","0","9","2014-04-14","0.00000000","1","0.00000000","0.00000000","0.00000000","1","0","1","1","1","1847","2020-11-19 11:47:58","0000-00-00 00:00:00"
"187","bezfarebný",,,,,,,,"100000","0","data/dulux synteticke farby/lodny-lak.png","11","1","5.9200","0","9","2014-04-14","0.00000000","1","0.00000000","0.00000000","0.00000000","1","0","1","1","1","1797","2020-11-19 11:47:58","0000-00-00 00:00:00"
"191","POLOLESK",,,,,,,,"1000","0","data/DULUX/DX DIAMOND GLAZE - SATIN.jpg","11","1","14.3200","0","9","2014-04-17","1.00000000","1","0.00000000","0.00000000","0.00000000","1","0","1","1","1","2319","2020-11-19 11:47:58","0000-00-00 00:00:00"
"192","LESK",,,,,,,,"1000","0","data/DULUX/DX DIAMOND GLAZE - GLOSS.jpg","11","1","14.3200","0","9","2014-04-17","0.00000000","1","0.00000000","0.00000000","0.00000000","1","0","1","1","1","2161","2020-11-19 11:47:58","0000-00-00 00:00:00"
"195","lesk",,,,,,,,"1000","0","data/XYLADECOR/Podlahový lak/P.LAK - vodou riediteľný (lesk).jpg","11","1","10.2000","0","9","2014-04-17","0.00000000","1","0.00000000","0.00000000","0.00000000","1","0","1","1","1","1840","2020-11-19 11:47:59","0000-00-00 00:00:00"
"196","polomat",,,,,,,,"1000","0","data/XYLADECOR/Podlahový lak/P.LAK - vodou riediteľný (polomat).jpg","11","1","10.2000","0","9","2014-04-17","0.00000000","1","0.00000000","0.00000000","0.00000000","1","0","1","1","1","1842","2020-11-19 11:47:59","0000-00-00 00:00:00"
"197","lesk",,,,,,,,"1000","0","data/XYLADECOR/Podlahový lak/P.LAK - polyuretán (lesk).jpg","11","1","10.2000","0","9","2014-04-17","0.00000000","1","0.00000000","0.00000000","0.00000000","1","0","1","1","1","1681","2020-11-19 11:47:59","0000-00-00 00:00:00"
"198","polomat",,,,,,,,"1000","0","data/XYLADECOR/Podlahový lak/P.LAK - polyuretán (polomat).jpg","11","1","10.2000","0","9","2014-04-17","0.00000000","1","0.00000000","0.00000000","0.00000000","1","0","1","1","1","1941","2020-11-19 11:47:59","0000-00-00 00:00:00"
"199","bezfarebný",,,,,,,,"1000","0","data/XYLADECOR/Terrace/TERRACE - bezfarebný.jpg","11","1","39.3600","0","9","2014-04-17","0.00000000","1","0.00000000","0.00000000","0.00000000","1","0","1","1","1","1532","2020-11-19 11:47:59","0000-00-00 00:00:00"
"200","týk",,,,,,,,"1000","0","data/XYLADECOR/Terrace/TERRACE - týk.jpg","11","1","39.3600","0","9","2014-04-17","0.00000000","1","0.00000000","0.00000000","0.00000000","1","0","1","1","1","1607","2020-11-19 11:47:59","0000-00-00 00:00:00"
"201","borovica",,,,,,,,"1000","0","data/XYLADECOR/Terrace/TERRACE - borovica.jpg","11","1","39.3600","0","9","2014-04-17","0.00000000","1","0.00000000","0.00000000","0.00000000","1","0","1","1","1","1774","2020-11-19 11:47:59","0000-00-00 00:00:00"
"207","biela",,,,,,,,"1000","6","data/interierove farby/eternal-in-termo.jpg","12","1","21.8420","0","9","2014-04-18","0.00000000","1","0.00000000","0.00000000","0.00000000","1","0","1","1","1","2231","2020-11-19 11:47:59","2022-03-30 13:55:33"
"208","biela",,,,,,,,"1000","6","data/interierove farby/eternal-in-stop.jpg","12","1","8.3000","0","9","2014-04-18","0.00000000","1","0.00000000","0.00000000","0.00000000","1","0","1","1","1","1642","2020-11-19 11:47:59","2022-03-30 13:54:54"
"210","super matt",,,,,,,,"1000","6","data/DULUX/DX - super matt plus.jpg","11","1","15.9830","0","9","2014-04-21","0.00000000","1","0.00000000","0.00000000","0.00000000","1","0","1","1","1","2366","2020-11-19 11:47:59","2022-02-18 14:35:35"
"231","Indické stepy",,,,,,,,"1000","6","data/DULUX/COW/Indické sterpi.jpg","11","1","13.3910","0","9","2014-04-21","0.00000000","1","0.00000000","0.00000000","0.00000000","1","0","1","1","1","2381","2020-11-19 11:47:59","2022-02-21 12:56:16"
"232","Indický biely čaj",,,,,,,,"1000","6","data/DULUX/COW/Indický biely čaj.jpg","11","1","13.3910","0","9","2014-04-21","0.00000000","1","0.00000000","0.00000000","0.00000000","1","0","1","1","1","2321","2020-11-19 11:47:59","2022-02-21 12:56:37"
"233","Indický palisander",,,,,,,,"1000","6","data/DULUX/COW/Indický palisander.jpg","11","1","13.3910","0","9","2014-04-21","0.00000000","1","0.00000000","0.00000000","0.00000000","1","0","1","1","1","2127","2020-11-19 11:48:00","2022-02-21 12:57:28"
"234","Grafitový sumrak",,,,,,,,"1000","6","data/DULUX/COW/Grafitový súmrak.jpg","11","1","13.3910","0","9","2014-04-21","0.00000000","1","0.00000000","0.00000000","0.00000000","1","0","1","1","1","2141","2020-11-19 11:48:00","2022-02-21 12:55:19"
"235","Divoké liany",,,,,,,,"1000","6","data/DULUX/COW/Divoké liany.jpg","11","1","13.3910","0","9","2014-04-21","0.00000000","1","0.00000000","0.00000000","0.00000000","1","0","1","1","1","2131","2020-11-19 11:48:00","2022-02-21 12:39:53"
"236","biele plachty",,,,,,,,"1000","6","data/DULUX/COW/Biele plachty.jpg","11","1","13.3910","0","9","2014-04-21","0.00000000","1","0.00000000","0.00000000","0.00000000","1","0","1","1","1","2666","2020-11-19 11:48:00","2022-02-21 12:36:06"
"238","Červené víno",,,,,,,,"1000","6","data/DULUX/COW/ervené vínio.jpg","11","1","13.3910","0","9","2014-04-21","0.00000000","1","0.00000000","0.00000000","0.00000000","1","0","1","1","1","1869","2020-11-19 11:48:00","2022-02-21 12:39:33"
"239","Exotické kari",,,,,,,,"1000","6","data/DULUX/COW/Exotické kari.jpg","11","1","13.3910","0","9","2014-04-21","0.00000000","1","0.00000000","0.00000000","0.00000000","1","0","1","1","1","1951","2020-11-19 11:48:00","2022-02-21 12:54:37"
"240","Purpurový cyklámen",,,,,,,,"1000","6","data/DULUX/COW/Purpurový cyklámen.jpg","11","1","13.3910","0","9","2014-04-21","0.00000000","1","0.00000000","0.00000000","0.00000000","1","0","1","1","1","1682","2020-11-19 11:48:00","2022-02-21 13:08:11"
"241","Nekonečný oceán",,,,,,,,"1000","6","data/DULUX/COW/Nekonečný oceán.jpg","11","1","13.3910","0","9","2014-04-21","0.00000000","1","0.00000000","0.00000000","0.00000000","1","0","1","1","1","1792","2020-11-19 11:48:00","2022-02-21 13:05:29"
"242","Ohnivé Flamenco",,,,,,,,"1000","6","data/DULUX/COW/Ohnivé flameco.jpg","11","1","13.3910","0","9","2014-04-21","0.00000000","1","0.00000000","0.00000000","0.00000000","1","0","1","1","1","1452","2020-11-19 11:48:00","2022-02-21 13:06:21"
"243","Pikantné Gazpacho",,,,,,,,"1000","6","data/DULUX/COW/Pikantné gaspačo.jpg","11","1","13.3910","0","9","2014-04-21","0.00000000","1","0.00000000","0.00000000","0.00000000","1","0","1","1","1","1614","2020-11-19 11:48:00","2022-02-21 13:07:54"
"244","Mrazivý tyrkys",,,,,,,,"1000","6","data/DULUX/COW/Mrazivý tyrkys.jpg","11","1","13.3910","0","9","2014-04-21","0.00000000","1","0.00000000","0.00000000","0.00000000","1","0","1","1","1","1898","2020-11-19 11:48:00","2022-02-21 13:05:10"
"245","Koreň kurkurmy",,,,,,,,"1000","6","data/DULUX/COW/Koreň kurkumy.jpg","11","1","13.3910","0","9","2014-04-21","0.00000000","1","0.00000000","0.00000000","0.00000000","1","0","1","1","1","1825","2020-11-19 11:48:00","2022-02-21 12:57:50"
"246","Kvitnúci vres",,,,,,,,"1000","6","data/farby sveta COW/Kvitnúci vres.jpg","11","1","12.4800","0","9","2014-04-21","0.00000000","1","0.00000000","0.00000000","0.00000000","1","0","1","1","0","1343","2020-11-19 11:48:00","2022-02-21 12:34:05"
"247","Lastúrovo biela",,,,,,,,"1000","6","data/DULUX/COW/Lastúrovo biela.jpg","11","1","13.3910","0","9","2014-04-21","0.00000000","1","0.00000000","0.00000000","0.00000000","1","0","1","1","1","1616","2020-11-19 11:48:00","2022-02-21 12:58:41"
"250","Ryžové poli",,,,,,,,"1000","6","data/DULUX/COW/Ryžové pole.jpg","11","1","13.3910","0","9","2014-04-21","0.00000000","1","0.00000000","0.00000000","0.00000000","1","0","1","1","1","1503","2020-11-19 11:48:00","2022-02-21 13:08:57"
"252","Slnečné sari",,,,,,,,"1000","6","data/DULUX/COW/Vášnivý carmen.jpg","11","1","13.3910","0","9","2014-04-21","0.00000000","1","0.00000000","0.00000000","0.00000000","1","0","1","1","1","1924","2020-11-19 11:48:00","2022-02-21 13:09:33"
"253","Grécke slnko",,,,,,,,"1000","6","data/DULUX/COW/Grécke slnko.jpg","11","1","13.3910","0","9","2014-04-21","0.00000000","1","0.00000000","0.00000000","0.00000000","1","0","1","1","1","2495","2020-11-19 11:48:00","2022-02-21 12:55:56"
"254","Grécka chalva",,,,,,,,"1000","6","data/DULUX/COW/Grécka chalva.jpg","11","1","13.3910","0","9","2014-04-21","0.00000000","1","0.00000000","0.00000000","0.00000000","1","0","1","1","1","2589","2020-11-19 11:48:00","2022-02-21 12:55:37"
"256","Levanduľa",,,,,,,,"1000","6","data/DULUX/COW/Levanduľa.jpg","11","1","13.3910","0","9","2014-04-21","0.00000000","1","0.00000000","0.00000000","0.00000000","1","0","1","1","1","1790","2020-11-19 11:48:00","2022-02-21 12:59:07"
"257","Púštna cesta",,,,,,,,"1000","6","data/DULUX/COW/Púštna cesta.jpg","11","1","13.3910","0","9","2014-04-21","0.00000000","1","0.00000000","0.00000000","0.00000000","1","0","1","1","1","1708","2020-11-19 11:48:00","2022-02-21 13:08:34"
"259","Piesková Mandala",,,,,,,,"1000","6","data/DULUX/COW/Piesková mandala.jpg","11","1","13.3910","0","9","2014-04-21","0.00000000","1","0.00000000","0.00000000","0.00000000","1","0","1","1","1","1619","2020-11-19 11:48:00","2022-02-21 13:07:37"
"260","Zázvorový čaj",,,,,,,,"1000","6","data/DULUX/COW/Zázvorový čaj.jpg","11","1","13.3910","0","9","2014-04-21","0.00000000","1","0.00000000","0.00000000","0.00000000","1","0","1","1","1","1712","2020-11-19 11:48:00","2022-02-21 13:12:25"
"261","Zelený ostrov",,,,,,,,"1000","6","data/DULUX/COW/Zelený ostov.jpg","11","1","13.3910","0","9","2014-04-21","0.00000000","1","0.00000000","0.00000000","0.00000000","1","0","1","1","1","1824","2020-11-19 11:48:01","2022-02-21 13:13:07"
"262","Zimné ticho",,,,,,,,"1000","6","data/DULUX/COW/Zimné ticho.jpg","11","1","13.3910","0","9","2014-04-21","0.00000000","1","0.00000000","0.00000000","0.00000000","1","0","1","1","1","1857","2020-11-19 11:48:01","2022-02-21 13:13:25"
"263","Zlatý chrám",,,,,,,,"1000","6","data/DULUX/COW/Zlatý chrám.jpg","11","1","13.3910","0","9","2014-04-21","0.00000000","1","0.00000000","0.00000000","0.00000000","1","0","1","1","1","1576","2020-11-19 11:48:01","2022-02-21 13:13:41"
"264","Východ slnka",,,,,,,,"1000","6","data/DULUX/COW/Východ slnka.jpg","11","1","13.3910","0","9","2014-04-21","0.00000000","1","0.00000000","0.00000000","0.00000000","1","0","1","1","1","1810","2020-11-19 11:48:01","2022-02-21 13:12:02"
"265","Voňavý rozmarí",,,,,,,,"1000","6","data/DULUX/COW/Voňavý rozmarín.jpg","11","1","13.3910","0","9","2014-04-21","0.00000000","1","0.00000000","0.00000000","0.00000000","1","0","1","1","1","1636","2020-11-19 11:48:01","2022-02-21 13:11:41"
"267","Tropické slnko",,,,,,,,"1000","6","data/DULUX/COW/Tropické slnko.jpg","11","1","13.3910","0","9","2014-04-21","2.50000000","1","0.00000000","0.00000000","0.00000000","1","0","1","1","1","1449","2020-11-19 11:48:01","2022-02-21 13:10:53"
"269","Sušená marhuľa",,,,,,,,"1000","6","data/DULUX/COW/Sušená marhuľa.jpg","11","1","13.3910","0","9","2014-04-21","2.50000000","1","0.00000000","0.00000000","0.00000000","1","0","1","1","1","1631","2020-11-19 11:48:01","2022-02-21 13:10:10"
"270","matt",,,,,,,,"1000","6","data/DULUX/DX - acryl matt.jpg","11","1","9.5330","0","9","2014-04-27","0.00000000","1","0.00000000","0.00000000","0.00000000","1","0","1","1","1","2831","2020-11-19 11:48:01","2022-02-18 14:32:02"
"273","čierna 0199 0.75L",,,,,,,,"100000","0","data/dulux synteticke farby/dulux_universal_mat.jpg","11","1","5.1100","0","9","2014-03-23","0.00000000","1","0.00000000","0.00000000","0.00000000","1","0","1","1","1","1780","2020-11-19 11:48:01","0000-00-00 00:00:00"
"274","201 biela ",,,,,,,,"1000","6","data/eternal revital/biela.jpg","12","1","4.1170","0","9","2014-04-27","0.50000000","1","0.00000000","0.00000000","0.00000000","1","0","1","1","1","1687","2020-11-19 11:48:01","2022-04-04 09:18:04"
"275","202 svetlo šedá",,,,,,,,"1000","6","data/eternal revital/svetlo-seda.jpg","12","1","4.1170","0","9","2014-04-27","0.50000000","1","0.00000000","0.00000000","0.00000000","1","0","1","1","1","1871","2020-11-19 11:48:01","2022-04-04 09:18:36"
"276","205 žlť dubová",,,,,,,,"1000","6","data/eternal revital/lť dubová.jpg","12","1","4.1170","0","9","2014-04-27","0.50000000","1","0.00000000","0.00000000","0.00000000","1","0","1","1","1","1707","2020-11-19 11:48:02","2022-04-04 09:19:08"
"277","206 zelená",,,,,,,,"1000","6","data/eternal revital/zelená.jpg","12","1","4.1170","0","9","2014-04-27","0.50000000","1","0.00000000","0.00000000","0.00000000","1","0","1","1","1","1895","2020-11-19 11:48:02","2022-04-04 09:20:18"
"278","207 červenohnedá",,,,,,,,"1000","6","data/eternal revital/ervenohnedá.jpg","12","1","4.1170","0","9","2014-04-27","0.50000000","1","0.00000000","0.00000000","0.00000000","1","0","1","1","1","1881","2020-11-19 11:48:02","2022-04-04 09:25:58"
"279","209 hnedá",,,,,,,,"1000","6","data/eternal revital/hnedá.jpg","12","1","4.1170","0","9","2014-04-27","0.50000000","1","0.00000000","0.00000000","0.00000000","1","0","1","1","1","1782","2020-11-19 11:48:02","2022-04-04 09:26:25"
"280","213 čierna",,,,,,,,"1000","6","data/eternal revital/ierna.jpg","12","1","4.1170","0","9","2014-04-27","0.50000000","1","0.00000000","0.00000000","0.00000000","1","0","1","1","1","2181","2020-11-19 11:48:02","2022-04-04 09:26:58"
"281","214 slonová kosť",,,,,,,,"1000","6","data/eternal revital/slonová kosť.jpg","12","1","4.1170","0","9","2014-04-27","0.50000000","1","0.00000000","0.00000000","0.00000000","1","0","1","1","1","1568","2020-11-19 11:48:02","2022-04-04 09:27:30"
"282","216 modrá",,,,,,,,"1000","6","data/eternal revital/modrá.jpg","12","1","4.3420","0","9","2014-04-27","0.50000000","1","0.00000000","0.00000000","0.00000000","1","0","1","1","1","1817","2020-11-19 11:48:02","2022-04-04 09:29:45"
"283","218 červená",,,,,,,,"1000","6","data/eternal revital/ervená.jpg","12","1","4.3420","0","9","2014-04-27","0.50000000","1","0.00000000","0.00000000","0.00000000","1","0","1","1","1","1649","2020-11-19 11:48:02","2022-04-04 09:31:38"
"284","222 svetlo zelená",,,,,,,,"1000","6","data/eternal revital/svetlo zelená.jpg","12","1","4.3420","0","9","2014-04-27","0.50000000","1","0.00000000","0.00000000","0.00000000","1","0","1","1","1","1417","2020-11-19 11:48:02","2022-04-04 09:32:08"
"285","217 žltá",,,,,,,,"1000","6","data/eternal revital/ltá.jpg","12","1","4.3420","0","9","2014-04-27","0.50000000","1","0.00000000","0.00000000","0.00000000","1","0","1","1","1","1311","2020-11-19 11:48:02","2022-04-04 09:30:56"
"286","01 biela",,,,,,,,"1000","6","data/eternal revital/biela.jpg","12","1","6.6000","0","9","2014-04-28","1.00000000","1","0.00000000","0.00000000","0.00000000","1","0","1","1","1","2080","2020-11-19 11:48:02","2022-03-30 13:58:12"
